id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_profile_id,host_profile_url,host_name,host_since,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
9862831,https://www.airbnb.com/rooms/9862831,20251204025441,2025-12-05,previous scrape,Pleasant studio Chelsea (Manhattan),"A small and pleasant spartan studio in the most wonderful location in Historic Chelsea, right next to the Highline park and many of the art galleries. It has all the basic amenities, note: the main bed is a full mattress on a small bed-loft.","It is in the few blocks of Historic Chelsea neighborhood, right next to the Highline part and the Chelsea art galleries. Surrounded by brownstones, coffee shops, restaurants and many of the top art galleries.",https://a0.muscache.com/pictures/07511f95-0a31-44cc-ae0c-627b4a152302.jpg,50761842,https://www.airbnb.com/users/show/50761842,1.4657799165320538e+18,https://www.airbnb.com/users/profile/1465779916532053636,Michael,2015-12-07,9.0,11.0,9.0,11.0,,,,,,f,https://a0.muscache.com/im/pictures/user/15fa8b26-705b-4e9a-b7be-94cf5df2d23f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/15fa8b26-705b-4e9a-b7be-94cf5df2d23f.jpg?aki_policy=profile_x_medium,Chelsea,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,Chelsea,Manhattan,40.74518,-74.00114,Entire rental unit,Entire home/apt,1,,1 bath,,,"[""Essentials"", ""Heating"", ""Wifi"", ""Air conditioning"", ""Smoke alarm"", ""Shampoo"", ""Elevator"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hangers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,1,1,0,0,
9862913,https://www.airbnb.com/rooms/9862913,20251204025441,2025-12-05,previous scrape,Room in Sunny Apt in Great Area,"Room available in sunny, cozy apartment in Fort Greene from May 21-June 30. $60/night or discounted rate for longer term ($350/week). This place really has everything - beautiful decor, great location, excellent roommates, safe and interesting area!","Fort Greene is a fantastic neighbourhood and very safe. Lots of beautiful old brownstones (it is a registered historic district) and lots of beautiful tree-lined streets. Also a very hip area in terms of bars, restaurants and boutique style shops. Every Saturday there is the Fort Greene Farmer’s Market a block away. And we are right across the street from the heart of the whole neighbourhood - Fort Greene Park.  No laundry onsite but only a block away there is a do-it-yourself laundromat that also offers drop-off service. Groceries, pharmacies, shops, restaurants and bars are all very close on Myrtle, Fulton or Dekalb.",https://a0.muscache.com/pictures/34c7b868-e6ec-471b-bea9-fc386a2e6cff.jpg,7532013,https://www.airbnb.com/users/show/7532013,1.4627344390172488e+18,https://www.airbnb.com/users/profile/1462734439017248782,Jennifer,2013-07-16,12.0,4.0,9.0,11.0,"New York, NY",,,,,f,https://a0.muscache.com/im/pictures/user/9318f2b2-07db-4c2d-bdf5-3203be07fdea.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9318f2b2-07db-4c2d-bdf5-3203be07fdea.jpg?aki_policy=profile_x_medium,Fort Greene,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,Fort Greene,Brooklyn,40.69278,-73.97421,Private room in rental unit,Private room,1,,1 bath,,,"[""Essentials"", ""Heating"", ""Wifi"", ""Air conditioning"", ""Iron"", ""Shampoo"", ""Hair dryer"", ""Kitchen"", ""Hangers"", ""TV with standard cable""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2025-12-05,1,0,0,0,0,0,,2016-01-27,2016-01-27,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.01
9919728,https://www.airbnb.com/rooms/9919728,20251204025441,2025-12-04,city scrape,Nice Queens townhome with parking!,Comfortable 3BR/1BTH townhome in a very nice residential Queens neighborhood. The commute is 35-45 minutes to midtown Manhattan by public transit or 10-15 minutes by car/taxi. Can also be rented as 4BR/2BTH with use of basement mother-daughter studio for a modest upcharge.,"Beautiful Juniper Park is 2 blocks away and is a great place for exercise with running track, ballfields, playgrounds, tennis, basketball, and more!<br />Within walking distance to the Atlas Mall in Glendale, and a short ride of the Queens Center Mall.",https://a0.muscache.com/pictures/423cb458-e73d-4ffb-8baa-38de17d4499d.jpg,50997424,https://www.airbnb.com/users/show/50997424,1.4627183277435807e+18,https://www.airbnb.com/users/profile/1462718327743580648,Mark,2015-12-10,9.0,11.0,9.0,11.0,"New York, United States","NYC native, grew up in the Bronx.  I like travel, the outdoors, exercise, and poker! I’m a recent empty nester w/two sons; at Northeastern and Binghamton University respectively.",within an hour,100%,44%,t,https://a0.muscache.com/im/pictures/user/55acea55-2d1a-41c1-8558-8af5a34299d5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/55acea55-2d1a-41c1-8558-8af5a34299d5.jpg?aki_policy=profile_x_medium,Middle Village,11.0,11.0,"['email', 'phone']",t,t,Neighborhood highlights,Middle Village,Queens,40.71734,-73.87805,Entire townhouse,Entire home/apt,12,1.0,1 bath,3.0,7.0,"[""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Air conditioning"", ""Iron"", ""Smoke alarm"", ""TV"", ""Hair dryer"", ""Kitchen"", ""Free parking on premises"", ""Washer"", ""Dryer""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,30,60,90,365,2025-12-04,6,0,0,28,0,0,,2016-04-01,2020-02-18,4.33,4.17,4.33,4.83,4.67,4.83,4.33,,f,8,8,0,0,0.05
9920191,https://www.airbnb.com/rooms/9920191,20251204025441,2025-12-05,previous scrape,Bright 2 Bdrm Apt in Williamsburg,"Beautiful apartment in a fantastic neighbourhood close to great bars, restaurants, and the subway. One large bedroom with queen sized bed and one small bedroom with a double bed. Fully equipped kitchen. I can provide all kinds of recommendations!",,https://a0.muscache.com/pictures/9801665b-7cd4-49c9-923e-c42d45196851.jpg,6896056,https://www.airbnb.com/users/show/6896056,1.4627180166581763e+18,https://www.airbnb.com/users/profile/1462718016658176268,Jonathan,2013-06-13,12.0,5.0,9.0,11.0,"New York, NY",,,,,f,https://a0.muscache.com/im/pictures/user/68d81fea-d1d7-412d-8c24-6ecde2979146.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/68d81fea-d1d7-412d-8c24-6ecde2979146.jpg?aki_policy=profile_x_medium,Williamsburg,1.0,1.0,"['email', 'phone']",t,t,,Williamsburg,Brooklyn,40.71569,-73.93735,Entire rental unit,Entire home/apt,5,,1 bath,2.0,,"[""Essentials"", ""Heating"", ""Wifi"", ""Air conditioning"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Kitchen"", ""Hangers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,1,1,0,0,
9920363,https://www.airbnb.com/rooms/9920363,20251204025441,2025-12-04,city scrape,Convenient Ridgewood Brownstone,Lots of space for your extended family in this fantastic neighborhood with lots of character! Extremely safe and conveniently located just a 3 block walk to the subway to Manhattan and a 20 minute ride to downtown!,"Ridgewood is traditionally a middle class enclave, but due to the easy public transit, it has been undergoing a renaissance lately and lots of new places are springing up all the time, giving you plenty of options for restaurants, and anything you might need. Groceries, banks, shops and the subway to Manhattan are all within a short walk of the house",https://a0.muscache.com/pictures/miso/Hosting-9920363/original/06d73020-776f-4f5d-9f0e-89ee47fd2c86.jpeg,50997424,https://www.airbnb.com/users/show/50997424,1.4627183277435807e+18,https://www.airbnb.com/users/profile/1462718327743580648,Mark,2015-12-10,9.0,11.0,9.0,11.0,"New York, United States","NYC native, grew up in the Bronx.  I like travel, the outdoors, exercise, and poker! I’m a recent empty nester w/two sons; at Northeastern and Binghamton University respectively.",within an hour,100%,44%,t,https://a0.muscache.com/im/pictures/user/55acea55-2d1a-41c1-8558-8af5a34299d5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/55acea55-2d1a-41c1-8558-8af5a34299d5.jpg?aki_policy=profile_x_medium,Middle Village,11.0,11.0,"['email', 'phone']",t,t,Neighborhood highlights,Ridgewood,Queens,40.70465,-73.89909,Entire townhouse,Entire home/apt,16,2.0,2 baths,5.0,10.0,"[""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Air conditioning"", ""Iron"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Self check-in"", ""TV"", ""Hair dryer"", ""Keypad"", ""Hot water"", ""Kitchen"", ""Washer"", ""Fire extinguisher"", ""Dryer""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,30,60,90,365,2025-12-04,4,0,0,28,0,0,,2016-05-08,2020-01-01,4.25,4.25,3.75,4.75,4.0,4.75,4.5,,f,8,8,0,0,0.03
9920626,https://www.airbnb.com/rooms/9920626,20251204025441,2025-12-05,previous scrape,Gorgeous 2BD LES Apartment,"Perfectly appointed in the heart of Manhattan's trendy Lower East Side, a short walk from Soho, China Town, Little Italy and the East Village, this 2BR stunning whole-floor apartment is the ideal holiday getaway for exploring New York","Surrounded by the trendy restaurants and shops of the Lower East Side, you don't need to go anywhere to have fantastic food and nightlife on your doorstep.",https://a0.muscache.com/pictures/5761153e-3ff9-481c-9839-d8a3c9678e5a.jpg,36054372,https://www.airbnb.com/users/show/36054372,1.4655355316150968e+18,https://www.airbnb.com/users/profile/1465535531615096876,Michael,2015-06-17,10.0,5.0,9.0,11.0,"Tecumseh, NE",Looking for places near restaurants In makati directly access from 7-11,,,,f,https://a0.muscache.com/im/pictures/user/8b338f22-7a56-4bd7-a2e4-ab500e1b5f0a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8b338f22-7a56-4bd7-a2e4-ab500e1b5f0a.jpg?aki_policy=profile_x_medium,Chinatown,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,Chinatown,Manhattan,40.71327,-73.99201,Entire rental unit,Entire home/apt,3,,1 bath,2.0,,"[""Essentials"", ""Heating"", ""First aid kit"", ""Wifi"", ""Air conditioning"", ""Smoke alarm"", ""TV"", ""Elevator"", ""Kitchen"", ""Fire extinguisher""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,1,1,0,0,
9921366,https://www.airbnb.com/rooms/9921366,20251204025441,2025-12-05,previous scrape,Luxury Apartment w/ Rooftop Patio,"Come stay in this 1800 sq ft Get-Away, just 3 blocks from the subway (A/C trains):<br /><br />- Private Gym<br />- Rooftop Patio<br />- Laundry Room<br />- Game Room<br />- Dishwasher<br />- TV & Internet Included (No Cable)<br />- 5 blocks away from the Subway (A Train)","Easy 30 min subway ride into Manhattan. This is an incredibly vibrant and diverse neighborhood, teeming with local artists and activists. Be sure to take a look at the some of the historic murals, architecture and art installations around the neighborhood.",https://a0.muscache.com/pictures/3364e330-866c-4834-9272-951d056d08cc.jpg,51002691,https://www.airbnb.com/users/show/51002691,1.4657911288912963e+18,https://www.airbnb.com/users/profile/1465791128891296161,Paul,2015-12-10,9.0,11.0,9.0,11.0,"New York, NY",Filmmaker. Traveler. Happiest Person Alive.,,,,f,https://a0.muscache.com/im/pictures/user/bd48d972-bd16-4117-984d-c244139f9ca0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bd48d972-bd16-4117-984d-c244139f9ca0.jpg?aki_policy=profile_x_medium,Bedford-Stuyvesant,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Bedford-Stuyvesant,Brooklyn,40.68015,-73.94576,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""Essentials"", ""Heating"", ""First aid kit"", ""Carbon monoxide alarm"", ""Wifi"", ""Air conditioning"", ""Smoke alarm"", ""Shampoo"", ""TV"", ""Kitchen"", ""Washer"", ""Gym"", ""Fire extinguisher"", ""Dryer""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,1,1,0,0,
9922513,https://www.airbnb.com/rooms/9922513,20251204025441,2025-12-05,previous scrape,Cozy Room in Hell's Kitchen,"Subway (NQR on 57/7th, Columbus Circle, ACE on 50th/8th) is just 10 minutes away<br /><br />Water, heat, gas, electricity, and wi-fi included<br /><br />Looking to rent out for the months of January and February<br /><br />Nook off of restaurant-filled Hell's Kitchen","Hell's Kitchen, heart of New York City's restaurant scene, located just on the side of Central Park, Columbus Circle, Time's Square, and Rockefeller Center. Anything you would want to eat, you can find it within a 10 block radius",https://a0.muscache.com/pictures/d53564ba-0d29-4f87-9a1b-68fa4837728f.jpg,49964890,https://www.airbnb.com/users/show/49964890,1.4657634607009213e+18,https://www.airbnb.com/users/profile/1465763460700921466,Hanson,2015-11-26,10.0,0.0,9.0,11.0,"New York, NY",,,,,f,https://a0.muscache.com/im/pictures/user/85bd1b6a-3549-405c-b002-2990e2104406.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/85bd1b6a-3549-405c-b002-2990e2104406.jpg?aki_policy=profile_x_medium,Hell's Kitchen,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,Hell's Kitchen,Manhattan,40.76684,-73.98766,Private room in rental unit,Private room,1,,1 bath,1.0,,"[""Essentials"", ""Heating"", ""Wifi"", ""Air conditioning"", ""Smoke alarm"", ""TV"", ""Kitchen""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,1,0,1,0,
9923319,https://www.airbnb.com/rooms/9923319,20251204025441,2025-12-05,previous scrape,Private room in brand new condo,"Right off the B/Q, you're a 5 minute walk to Prospect Park and a short commute from Manhattan. The space is supremely clean, sports a 4K TV in your room, a balcony, a roof deck, and a full kitchen if you'd like to cook. A place to unwind in peace.",,https://a0.muscache.com/pictures/93bde2bb-1777-44ac-8e2c-f219da2bfebe.jpg,3400687,https://www.airbnb.com/users/show/3400687,1.462627745290118e+18,https://www.airbnb.com/users/profile/1462627745290117975,Allen,2012-08-28,13.0,3.0,9.0,11.0,"New York, NY",,,,,f,https://a0.muscache.com/im/pictures/user/a8e071ee-f602-4ad0-9dff-bf155af1b009.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a8e071ee-f602-4ad0-9dff-bf155af1b009.jpg?aki_policy=profile_x_medium,Flatbush,1.0,1.0,"['email', 'phone']",t,t,,Flatbush,Brooklyn,40.65353,-73.95528,Private room in rental unit,Private room,2,,1 bath,1.0,,"[""Essentials"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Air conditioning"", ""Iron"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""TV"", ""Elevator"", ""Kitchen"", ""Washer"", ""Gym"", ""Hangers"", ""Dryer""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,1,0,1,0,
9925100,https://www.airbnb.com/rooms/9925100,20251204025441,2025-12-05,previous scrape,Luxury Apartment on Park ave,"large studio in the middle of best neighborhood, Gramercy, with so many new and popular restaurant with the view of Gramercy Tavren. You can enjoy the farmers market in Union Sq which is only 5 blocks away!!!",,https://a0.muscache.com/pictures/39694ac4-6970-4a9b-9ed2-746e929bafc6.jpg,29413554,https://www.airbnb.com/users/show/29413554,1.46543309521414e+18,https://www.airbnb.com/users/profile/1465433095214139947,Hoda,2015-03-15,10.0,8.0,9.0,11.0,"New York, NY",,,,,f,https://a0.muscache.com/im/pictures/user/5e12fd23-f73b-48dc-b455-0ad00e83548a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5e12fd23-f73b-48dc-b455-0ad00e83548a.jpg?aki_policy=profile_x_medium,Flatiron District,1.0,1.0,"['email', 'phone']",t,t,,Flatiron District,Manhattan,40.73926,-73.98758,Entire rental unit,Entire home/apt,2,,1 bath,,,"[""Essentials"", ""Pets allowed"", ""Heating"", ""Wifi"", ""Air conditioning"", ""Iron"", ""Shampoo"", ""Hair dryer"", ""Elevator"", ""Kitchen"", ""Washer"", ""Gym"", ""Hangers"", ""Dryer"", ""TV with standard cable""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2025-12-05,1,0,0,0,0,0,,2015-12-28,2015-12-28,4.0,4.0,3.0,5.0,5.0,5.0,4.0,,f,1,1,0,0,0.01
9925373,https://www.airbnb.com/rooms/9925373,20251204025441,2025-12-05,previous scrape,Spacious East Williamsburg Duplex!,"Sunny duplex apartment in a phenomenal neighborhood! Right outside of the Montrose L stop and surrounded by plenty of restaurants and bars. Room has private entrance, private bathroom, queen bed, and access to living room, kitchen, and outdoor patio!","Located in the ""up and coming"" neighborhood of East Williamsburg, we are sandwiched behind Bushwick and prime Williamsburg with plenty to do in all directions. <br /><br />The neighborhood is on two major cross streets and is very safe. There are two 24 hour bodegas across the street, a bagel shop, a mostly organic deli, a pizza shop, a yoga studio, and tons of bars and restaurants.",https://a0.muscache.com/pictures/9a84a2fa-df65-449f-a4a6-9ba6cce260c8.jpg,10799035,https://www.airbnb.com/users/show/10799035,1.4628498637690432e+18,https://www.airbnb.com/users/profile/1462849863769043280,Alana,2013-12-24,11.0,11.0,9.0,11.0,"New York, NY",,,,,f,https://a0.muscache.com/im/pictures/user/9fe5ef1e-242e-4c33-853d-9e0f2ba030f4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9fe5ef1e-242e-4c33-853d-9e0f2ba030f4.jpg?aki_policy=profile_x_medium,Williamsburg,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,Williamsburg,Brooklyn,40.70877,-73.9395,Private room in rental unit,Private room,2,,2 baths,,,"[""Essentials"", ""Pets allowed"", ""Heating"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Kitchen"", ""Hangers"", ""TV with standard cable""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,1,0,1,0,
9925760,https://www.airbnb.com/rooms/9925760,20251204025441,2025-12-05,previous scrape,300sqft Bedroom in LES Duplex,"Bottom floor master bedroom in LES duplex, with queen bed and large fold-out futon. <br />Located at the intersection of some of the city's best neighborhoods (SoHo, LES, EastVillage, Chinatown, etc...) this is an ideal spot for an NYC visit.","Shopping in Soho and LES, bars and nightlife in LES and East Village and Alphabet City, food in Little Italy and Chinatown and LES and Soho, music and live comedy and East River Park etc etc.  Close to the subway if you need to get anywhere out of walking distance, but within walking distance of just about anything you may need.<br />And yet our block, only steps away from all of the above, remains a quiet area to stay and sleep.",https://a0.muscache.com/pictures/79cd7cde-3ded-4d20-bf1f-b5ba07ec70c3.jpg,51021121,https://www.airbnb.com/users/show/51021121,1.46579142177106e+18,https://www.airbnb.com/users/profile/1465791421771059952,Brian,2015-12-10,9.0,11.0,9.0,11.0,,,,,,f,https://a0.muscache.com/im/pictures/user/c0d90757-e293-42ed-84a1-7eef179f29da.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c0d90757-e293-42ed-84a1-7eef179f29da.jpg?aki_policy=profile_x_medium,Lower East Side,1.0,2.0,"['email', 'phone']",t,t,Neighborhood highlights,Lower East Side,Manhattan,40.7202,-73.98284,Private room in rental unit,Private room,4,,1 bath,1.0,,"[""Essentials"", ""Heating"", ""Smoking allowed"", ""Wifi"", ""Air conditioning"", ""Kitchen"", ""Hangers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,1,0,1,0,
